[[205.0, 1.0, 63243.44, -1.0, -1.0, 1853683.32, 1916926.76, 63243.44, 0.0]]
[[153.0, 1.0, 186686.03, 386098.0, 199411.97, 2135106.65, 2321792.68, 0.0, -4.656612873077393e-10]]
[[130.0, 1.0, 118390.25, 1063.0, 0.0, 12650143.69, 12768533.94, 117327.25, 0.0]]
[[525.0, 1.0, 31267.07, -1.0, -1.0, 3876206.35, 3907473.42, 31267.07, 0.0]]
[[40.0, 1.0, 294134.47, 452576.0, 158441.53, 223400.86, 517535.32, 0.0, 0.009999999951105565]]
[[252.0, 1.0, 169657.32, -1.0, -1.0, 1453068.28, 1622725.6, 169657.32, 0.0]]
[[188.0, 0.0, 230547.27, 236505.83, 5958.55, 672564.86, 903112.13, -0.010000000009313226, 0.0]]
[[275.0, 1.0, 362166.0, 3286.0, 0.0, 313483.22, 675649.22, 358880.0, 0.0]]
[[250.0, 1.0, 58220.18, -1.0, -1.0, 71156.34, 129376.52, 58220.18, -1.4551915228366852e-11]]
[[137.0, 1.0, 40649.43, -1.0, -1.0, 474802.01, 515451.44, 40649.43, 0.0]]
[[204.0, 1.0, 270648.03, -1.0, -1.0, 1712403.84, 1983051.87, 270648.03, 0.0]]
[[140.0, 1.0, 146477.0, 271204.02, 124727.02, 0.0, 146477.0, 0.0, 0.0]]
[[328.0, 1.0, 256715.15, -1.0, -1.0, 6797438.41, 7054153.56, 256715.15, 9.313225746154785e-10]]
[[495.0, 0.0, 764638.81, 348.0, 0.0, 1982873.64, 2747512.45, 764290.81, 0.0]]
[[189.0, 1.0, 187129.24, -1.0, -1.0, 730040.93, 917170.17, 187129.24, 0.0]]
[[207.0, 1.0, 16201.9, 167060.0, 150858.1, 0.0, 16201.9, 0.0, 0.0]]
[[208.0, 1.0, 185742.02, -1.0, -1.0, 316419.23, 502161.25, 185742.02, 0.0]]
[[14.0, 1.0, 79606.53, -1.0, -1.0, 358487.4, 260418.04, 79606.53, 177675.89000000004]]
[[312.0, 0.0, 1962361.4, -1.0, -1.0, 4630542.86, 6592904.26, 1962361.4, 0.0]]
[[36.0, 1.0, 114302.41, -1.0, -1.0, 562062.52, 676364.92, 114302.41, 0.010000000009313226]]
[[180.0, 1.0, 161328.43, -1.0, -1.0, 184176.69, 345505.12, 161328.43, 0.0]]
[[130.0, 1.0, 149171.61, 109649.64, 0.0, 64342.98, 213514.6, 39521.96999999999, -0.010000000009313226]]
[[227.0, 1.0, 243374.83, -1.0, -1.0, 266256.28, 509631.12, 243374.83, -0.010000000009313226]]
[[331.0, 1.0, 110119.7, 39633.0, 0.0, 5539169.56, 5649289.26, 70486.7, 0.0]]
[[137.0, 1.0, 104833.99, -1.0, -1.0, 3219270.78, 3324104.77, 104833.99, 0.0]]
[[355.0, 1.0, 319811.32, -1.0, -1.0, 4948423.75, 5268235.07, 319811.32, 0.0]]
[[236.0, 1.0, 33388.29, 22394.0, 0.0, 2995607.93, 3028996.22, 10994.29, 0.0]]
[[159.0, 1.0, 133858.83, 82533.0, 0.0, 0.0, 133858.83, 51325.82999999999, 0.0]]
[[298.0, 1.0, 418229.38, -1.0, -1.0, 448125.76, 866355.13, 418229.38, 0.010000000009313226]]
[[234.0, 1.0, 592525.53, -1.0, -1.0, 1729338.26, 2321863.78, 592525.53, 0.01000000024214387]]
[[183.0, 1.0, 43880.64, 98828.0, 54947.36, 0.0, 43880.64, 0.0, 0.0]]
[[14.0, 1.0, 196443.64, -1.0, -1.0, 642443.08, 838886.72, 196443.64, 0.0]]
[[33.0, 1.0, 312522.7, 32777.39, 0.0, 409074.03, 721596.73, 279745.31, 0.0]]
[[205.0, 1.0, 29090.34, 142753.0, 113662.66, 0.0, 29090.34, 0.0, 0.0]]
[[230.0, 1.0, 69085.56, -1.0, -1.0, 4285240.64, 4354326.2, 69085.56, -9.313225746154785e-10]]
[[399.0, 0.0, 560848.24, -1.0, -1.0, 708657.04, 1269505.29, 560848.24, -0.010000000009313226]]
[[45.0, 1.0, 172559.74, -1.0, -1.0, 885064.92, 1057624.66, 172559.74, 2.3283064365386963e-10]]
[[153.0, 1.0, 129028.39, -1.0, -1.0, 329816.0, 458844.39, 129028.39, 0.0]]
[[130.0, 1.0, 419956.08, -1.0, -1.0, 1396315.42, 1816271.49, 419956.08, 0.010000000009313226]]
[[138.0, 1.0, 114847.61, 21420.0, 0.0, 398313.14, 513160.75, 93427.61, 0.0]]
[[331.0, 1.0, 78102.05, -1.0, -1.0, 25307774.26, 25385876.31, 78102.05, 3.725290298461914e-09]]
[[34.0, 1.0, 288263.23, 35333.0, 0.0, 690732.79, 978996.02, 252930.22999999998, 0.0]]
[[256.0, 1.0, 44903.16, -1.0, -1.0, 103951.94, 148855.11, 44903.16, -0.009999999980209395]]
[[301.0, 1.0, 276024.14, 150744.0, 0.0, 14185770.58, 14461794.72, 125280.14000000001, 0.0]]
[[164.0, 1.0, 309838.82, -1.0, -1.0, 686407.03, 996245.85, 309838.82, 1.1641532182693481e-10]]
[[211.0, 1.0, 165586.97, -1.0, -1.0, 938523.86, 957266.22, 165586.97, 146844.6100000001]]
[[354.0, 1.0, 219114.8, -1.0, -1.0, 6469652.29, 6688767.09, 219114.8, 0.0]]
[[372.0, 1.0, 30610.98, 121.0, 0.0, 179101.52, 209712.5, 30489.98, 0.0]]
[[159.0, 1.0, 69896.07, -1.0, -1.0, 1496134.17, 1566030.24, 69896.07, 0.0]]
[[249.0, 1.0, 260999.03, -1.0, -1.0, 10868105.7, 11129104.73, 260999.03, -1.862645149230957e-09]]
